"gene_id"	"n_genes_50kb"	"n_genes_100kb"	"n_genes_200kb"	"n_genes_500kb"	"n_genes_1000kb"
"ENSG00000271605"	2	4	5	6	15
"ENSG00000272636"	NA	NA	NA	NA	NA
"ENSG00000273171"	6	9	11	20	32
"ENSG00000273452"	2	3	3	3	4
"ENSG00000017797"	1	2	2	5	8
"ENSG00000041353"	1	1	2	3	4
"ENSG00000046604"	1	2	4	7	12
"ENSG00000049759"	1	1	1	1	4
"ENSG00000053747"	1	1	1	4	9
"ENSG00000057149"	2	2	5	9	14
"ENSG00000060069"	1	1	1	6	12
"ENSG00000066926"	1	2	4	5	7
"ENSG00000067900"	1	1	1	2	3
"ENSG00000071991"	1	1	1	1	1
"ENSG00000074657"	1	1	1	3	8
"ENSG00000074695"	1	2	4	6	7
"ENSG00000075336"	2	2	3	4	8
"ENSG00000075643"	1	1	3	5	6
"ENSG00000078043"	1	1	3	10	12
"ENSG00000078142"	1	1	1	1	1
"ENSG00000079101"	2	5	6	7	10
"ENSG00000079134"	1	2	3	NA	NA
"ENSG00000080986"	2	2	3	3	6
"ENSG00000081138"	1	1	1	1	1
"ENSG00000081913"	3	3	3	3	7
"ENSG00000081923"	1	1	1	4	6
"ENSG00000082212"	1	1	4	5	6
"ENSG00000082397"	1	1	1	2	5
"ENSG00000085415"	2	3	3	4	8
"ENSG00000088756"	1	1	1	3	5
"ENSG00000091157"	1	1	1	2	3
"ENSG00000091164"	1	2	2	2	2
"ENSG00000101489"	1	1	1	2	2
"ENSG00000101493"	1	1	2	4	6
"ENSG00000101542"	1	1	1	1	2
"ENSG00000101544"	2	3	5	NA	NA
"ENSG00000101546"	2	2	5	8	NA
"ENSG00000101557"	1	2	2	NA	NA
"ENSG00000101558"	1	2	3	3	5
"ENSG00000101574"	2	2	2	3	5
"ENSG00000101577"	1	2	2	4	9
"ENSG00000101596"	1	1	1	5	6
"ENSG00000101605"	1	1	1	5	8
"ENSG00000101608"	2	3	3	6	8
"ENSG00000101624"	4	4	4	5	11
"ENSG00000101638"	1	1	3	6	13
"ENSG00000101639"	1	1	2	4	8
"ENSG00000101654"	2	2	4	5	6
"ENSG00000101665"	1	1	2	3	3
"ENSG00000101670"	1	1	4	7	7
"ENSG00000101680"	1	1	1	3	4
"ENSG00000101695"	1	2	4	5	9
"ENSG00000101745"	1	1	2	3	7
"ENSG00000101746"	1	1	1	1	3
"ENSG00000101751"	1	2	4	4	5
"ENSG00000101752"	1	1	2	4	7
"ENSG00000101773"	1	1	1	2	4
"ENSG00000101782"	1	4	4	7	8
"ENSG00000118271"	1	3	3	8	12
"ENSG00000118276"	1	1	2	7	12
"ENSG00000118680"	2	3	3	5	8
"ENSG00000119537"	1	3	3	6	10
"ENSG00000119541"	1	2	4	8	12
"ENSG00000119547"	1	1	3	5	7
"ENSG00000122490"	1	4	4	9	NA
"ENSG00000128789"	2	4	5	5	11
"ENSG00000128791"	1	1	2	5	6
"ENSG00000130856"	1	1	3	3	7
"ENSG00000131196"	1	1	3	4	7
"ENSG00000132199"	2	5	5	8	10
"ENSG00000132205"	1	2	3	4	8
"ENSG00000132872"	1	1	1	2	2
"ENSG00000132874"	1	1	1	1	5
"ENSG00000133313"	1	2	4	6	8
"ENSG00000134030"	1	1	1	2	5
"ENSG00000134042"	1	1	3	5	7
"ENSG00000134046"	1	1	2	4	4
"ENSG00000134049"	2	2	4	9	11
"ENSG00000134265"	1	2	2	3	3
"ENSG00000134278"	1	1	1	8	12
"ENSG00000134438"	2	3	4	6	7
"ENSG00000134440"	2	3	3	5	7
"ENSG00000134443"	1	3	4	7	8
"ENSG00000134444"	1	1	3	3	6
"ENSG00000134489"	2	2	3	3	5
"ENSG00000134490"	1	1	2	5	8
"ENSG00000134504"	1	1	1	2	6
"ENSG00000134508"	2	2	2	3	8
"ENSG00000134755"	1	3	3	4	7
"ENSG00000134757"	1	3	3	6	11
"ENSG00000134758"	2	3	4	5	7
"ENSG00000134759"	2	3	4	6	7
"ENSG00000134760"	1	2	2	6	11
"ENSG00000134762"	1	2	2	3	7
"ENSG00000134765"	1	2	2	5	9
"ENSG00000134769"	1	1	1	1	3
"ENSG00000134775"	1	1	1	2	7
"ENSG00000134779"	3	3	3	3	4
"ENSG00000141380"	1	1	2	3	4
"ENSG00000141384"	1	1	1	4	4
"ENSG00000141385"	2	2	5	6	14
"ENSG00000141391"	1	3	4	8	11
"ENSG00000141401"	1	1	3	6	10
"ENSG00000141404"	1	1	3	4	6
"ENSG00000141424"	2	2	4	6	7
"ENSG00000141425"	1	2	3	5	7
"ENSG00000141428"	2	2	2	5	9
"ENSG00000141429"	1	1	1	3	11
"ENSG00000141431"	1	1	1	3	3
"ENSG00000141433"	1	1	2	4	8
"ENSG00000141434"	2	2	3	5	7
"ENSG00000141437"	1	1	3	5	12
"ENSG00000141441"	1	1	2	4	7
"ENSG00000141446"	1	3	4	5	6
"ENSG00000141447"	1	1	1	5	6
"ENSG00000141448"	1	1	2	3	5
"ENSG00000141449"	1	1	1	3	6
"ENSG00000141452"	2	3	5	6	9
"ENSG00000141458"	2	2	4	6	8
"ENSG00000141469"	1	1	3	5	8
"ENSG00000141622"	1	1	2	3	9
"ENSG00000141627"	1	1	1	4	7
"ENSG00000141639"	1	1	1	3	10
"ENSG00000141642"	2	3	3	6	6
"ENSG00000141644"	3	3	4	5	7
"ENSG00000141646"	1	2	3	5	6
"ENSG00000141655"	1	1	2	4	8
"ENSG00000141664"	1	1	1	4	7
"ENSG00000141665"	1	2	2	4	8
"ENSG00000141668"	1	1	1	2	2
"ENSG00000141682"	1	1	1	2	3
"ENSG00000141759"	1	3	4	9	NA
"ENSG00000150477"	1	1	1	3	4
"ENSG00000150636"	2	2	2	3	3
"ENSG00000150637"	1	2	2	3	5
"ENSG00000150656"	1	3	3	5	8
"ENSG00000152214"	1	1	1	1	2
"ENSG00000152217"	1	1	1	1	2
"ENSG00000152223"	1	1	3	7	9
"ENSG00000152229"	1	1	4	6	10
"ENSG00000152234"	3	3	4	6	10
"ENSG00000152240"	2	3	4	6	10
"ENSG00000152242"	1	1	2	5	10
"ENSG00000153339"	1	1	1	6	11
"ENSG00000153391"	2	2	3	7	9
"ENSG00000154040"	3	3	3	4	7
"ENSG00000154059"	2	3	3	3	6
"ENSG00000154065"	1	2	4	6	8
"ENSG00000154080"	1	1	1	2	3
"ENSG00000154611"	1	1	3	3	4
"ENSG00000154655"	1	1	1	1	3
"ENSG00000154832"	3	3	5	5	7
"ENSG00000154839"	1	1	2	6	8
"ENSG00000154845"	1	2	2	4	8
"ENSG00000154856"	1	1	2	3	3
"ENSG00000154864"	1	1	1	1	3
"ENSG00000154889"	2	3	4	5	8
"ENSG00000158201"	1	3	4	5	7
"ENSG00000158270"	1	1	1	7	NA
"ENSG00000166342"	1	1	1	2	3
"ENSG00000166347"	1	2	2	6	8
"ENSG00000166377"	1	1	1	3	5
"ENSG00000166396"	1	1	2	10	14
"ENSG00000166401"	2	3	5	6	11
"ENSG00000166479"	2	2	2	3	3
"ENSG00000166510"	1	2	2	2	4
"ENSG00000166562"	1	1	2	6	8
"ENSG00000166569"	2	3	4	6	7
"ENSG00000166573"	1	1	1	2	4
"ENSG00000166603"	1	1	1	1	2
"ENSG00000166634"	1	2	5	9	14
"ENSG00000166845"	2	2	3	4	6
"ENSG00000166960"	1	1	1	1	4
"ENSG00000166974"	1	1	1	4	8
"ENSG00000167088"	2	3	5	5	6
"ENSG00000167210"	1	1	1	4	14
"ENSG00000167216"	5	5	7	10	11
"ENSG00000167220"	1	3	6	9	11
"ENSG00000167306"	1	1	1	3	7
"ENSG00000167315"	2	2	2	3	10
"ENSG00000168234"	1	1	3	4	8
"ENSG00000168454"	2	3	3	3	6
"ENSG00000168461"	1	1	1	5	7
"ENSG00000168502"	1	1	1	2	6
"ENSG00000168675"	1	1	1	2	7
"ENSG00000170558"	1	1	1	1	1
"ENSG00000170579"	1	1	1	1	1
"ENSG00000170677"	1	2	2	3	6
"ENSG00000171451"	1	1	1	1	1
"ENSG00000171791"	1	1	1	4	11
"ENSG00000171885"	1	1	2	3	4
"ENSG00000172175"	1	1	2	3	5
"ENSG00000172361"	2	3	4	5	7
"ENSG00000172466"	1	3	4	8	9
"ENSG00000173213"	1	1	NA	NA	NA
"ENSG00000173482"	1	1	1	1	2
"ENSG00000174448"	3	3	3	4	5
"ENSG00000175065"	1	2	3	7	11
"ENSG00000175322"	1	1	1	2	7
"ENSG00000175354"	1	1	2	7	10
"ENSG00000175387"	1	1	1	2	3
"ENSG00000176014"	2	3	4	6	14
"ENSG00000176105"	1	1	3	7	9
"ENSG00000176136"	1	1	4	6	6
"ENSG00000176194"	1	2	3	7	13
"ENSG00000176225"	1	1	1	4	5
"ENSG00000176624"	1	1	1	4	6
"ENSG00000176641"	1	1	1	2	5
"ENSG00000176890"	4	4	6	8	10
"ENSG00000176912"	4	4	6	7	10
"ENSG00000177143"	2	2	6	7	10
"ENSG00000177150"	1	3	3	5	6
"ENSG00000177426"	1	1	2	5	6
"ENSG00000177511"	1	1	2	5	7
"ENSG00000177576"	4	4	5	5	7
"ENSG00000178127"	2	2	2	3	7
"ENSG00000178184"	2	2	3	NA	NA
"ENSG00000178342"	2	2	4	7	NA
"ENSG00000178690"	1	1	1	2	6
"ENSG00000179981"	1	2	2	5	5
"ENSG00000180011"	2	2	2	5	5
"ENSG00000180777"	1	1	1	2	2
"ENSG00000181626"	1	1	2	7	10
"ENSG00000183206"	1	1	1	2	3
"ENSG00000183287"	1	1	1	3	7
"ENSG00000183791"	5	5	7	10	11
"ENSG00000184828"	1	2	2	2	4
"ENSG00000185231"	1	1	2	6	6
"ENSG00000186496"	1	2	5	8	9
"ENSG00000186812"	2	2	3	7	9
"ENSG00000186814"	2	2	4	7	9
"ENSG00000187323"	1	1	1	1	1
"ENSG00000187773"	1	2	4	6	8
"ENSG00000196628"	1	1	1	1	2
"ENSG00000197046"	2	2	3	6	9
"ENSG00000197563"	1	1	2	4	5
"ENSG00000197632"	2	3	6	8	12
"ENSG00000197641"	1	3	5	8	14
"ENSG00000197705"	1	2	2	3	4
"ENSG00000197971"	1	1	2	4	5
"ENSG00000198081"	1	1	3	3	3
"ENSG00000198795"	1	1	1	1	1
"ENSG00000198796"	1	1	1	3	4
"ENSG00000206026"	2	2	2	4	5
"ENSG00000206043"	1	2	3	7	8
"ENSG00000206052"	1	1	1	2	3
"ENSG00000206073"	2	3	4	8	14
"ENSG00000206075"	1	1	4	8	14
"ENSG00000206181"	5	5	7	10	11
"ENSG00000206418"	1	1	2	3	5
"ENSG00000206422"	1	1	1	2	4
"ENSG00000206432"	1	1	2	2	3
"ENSG00000212710"	1	1	1	2	4
"ENSG00000215421"	1	1	1	1	7
"ENSG00000215431"	3	3	3	4	6
"ENSG00000215472"	3	4	5	5	7
"ENSG00000215474"	1	1	3	8	10
"ENSG00000215527"	4	4	4	6	11
"ENSG00000220032"	2	3	3	4	7
"ENSG00000221887"	3	4	5	6	11
"ENSG00000226742"	3	3	5	9	NA
"ENSG00000228075"	1	1	1	3	8
"ENSG00000228835"	2	2	2	3	4
"ENSG00000231824"	1	1	1	3	3
"ENSG00000234298"	5	6	7	10	11
"ENSG00000242550"	3	4	5	6	12
"ENSG00000255112"	2	3	3	5	8
"ENSG00000256463"	1	1	2	2	3
"ENSG00000263417"	1	1	1	1	4
"ENSG00000263588"	1	1	2	3	7
"ENSG00000263711"	1	1	1	1	2
"ENSG00000263812"	1	1	3	4	7
"ENSG00000264116"	2	2	2	4	5
"ENSG00000264278"	2	2	2	4	7
"ENSG00000264472"	2	2	2	3	3
"ENSG00000265352"	1	1	1	1	1
"ENSG00000265681"	3	4	5	5	7
"ENSG00000265944"	1	1	1	3	4
"ENSG00000266258"	2	2	2	3	6
"ENSG00000266614"	1	1	2	3	4
"ENSG00000266996"	5	6	7	10	11
"ENSG00000267140"	2	2	3	7	8
"ENSG00000267270"	3	3	3	NA	NA
"ENSG00000268046"	2	2	2	2	4
"ENSG00000268706"	3	5	5	6	11
"ENSG00000268960"	2	2	2	2	4
"ENSG00000269630"	3	3	3	3	7
"ENSG00000269679"	2	2	2	4	8
"ENSG00000004776"	8	10	14	29	50
"ENSG00000004777"	4	10	13	29	48
"ENSG00000005007"	3	4	8	14	35
"ENSG00000006015"	5	7	9	16	34
"ENSG00000006016"	5	7	9	16	34
"ENSG00000006638"	4	6	9	17	30
"ENSG00000006659"	2	3	5	14	30
"ENSG00000006712"	5	8	12	22	38
"ENSG00000007047"	5	7	7	23	41
"ENSG00000007080"	2	3	6	15	33
"ENSG00000007129"	1	1	2	17	31
"ENSG00000007255"	6	7	10	23	41
"ENSG00000007264"	4	6	8	18	32
"ENSG00000007306"	3	3	5	14	30
"ENSG00000008382"	3	5	9	19	33
"ENSG00000008438"	3	4	5	16	34
"ENSG00000008441"	1	1	8	21	36
"ENSG00000010310"	3	6	11	24	41
"ENSG00000010361"	3	6	11	24	43
"ENSG00000011132"	5	6	7	18	31
"ENSG00000011243"	3	3	6	10	23
"ENSG00000011304"	3	6	10	25	46
"ENSG00000011332"	3	4	8	15	20
"ENSG00000011422"	2	4	11	20	33
"ENSG00000011451"	3	4	6	11	24
"ENSG00000011478"	4	5	14	25	39
"ENSG00000011485"	1	3	4	12	28
"ENSG00000011590"	2	9	15	28	50
"ENSG00000011600"	3	7	10	30	44
"ENSG00000012061"	2	6	10	21	47
"ENSG00000012124"	3	6	8	22	43
"ENSG00000013275"	2	3	5	11	29
"ENSG00000018869"	3	3	5	15	23
"ENSG00000021488"	2	3	3	9	17
"ENSG00000022556"	2	3	7	20	44
"ENSG00000024422"	3	3	6	12	27
"ENSG00000028277"	1	1	7	18	31
"ENSG00000031823"	1	7	8	16	31
"ENSG00000032444"	2	6	13	22	33
"ENSG00000037757"	4	5	6	12	21
"ENSG00000039650"	4	8	11	22	42
"ENSG00000039987"	4	7	16	31	43
"ENSG00000042753"	1	1	5	15	26
"ENSG00000051128"	3	5	8	15	32
"ENSG00000053501"	5	7	11	21	29
"ENSG00000060558"	2	4	6	11	30
"ENSG00000060566"	3	4	7	20	35
"ENSG00000062370"	2	4	6	12	29
"ENSG00000062822"	4	6	10	16	32
"ENSG00000063127"	1	3	6	26	56
"ENSG00000063169"	1	1	4	13	25
"ENSG00000063176"	6	8	11	26	54
"ENSG00000063177"	7	8	10	25	52
"ENSG00000063180"	5	8	12	25	54
"ENSG00000063241"	3	6	13	33	50
"ENSG00000063244"	5	8	12	23	46
"ENSG00000063245"	3	6	13	23	46
"ENSG00000063322"	5	8	12	22	38
"ENSG00000064489"	4	7	10	18	34
"ENSG00000064490"	6	6	11	15	33
"ENSG00000064545"	4	5	10	19	31
"ENSG00000064547"	4	5	10	14	29
"ENSG00000064607"	2	2	6	19	32
"ENSG00000064666"	4	7	11	26	50
"ENSG00000064687"	3	6	11	28	48
"ENSG00000064932"	1	4	7	23	49
"ENSG00000064961"	4	7	10	17	29
"ENSG00000065000"	1	4	7	18	28
"ENSG00000065268"	5	6	12	24	49
"ENSG00000065717"	1	3	5	15	23
"ENSG00000065989"	2	3	5	22	37
"ENSG00000066044"	1	2	10	16	40
"ENSG00000068903"	4	9	13	19	34
"ENSG00000069399"	2	3	7	17	34
"ENSG00000070388"	4	6	10	23	39
"ENSG00000070404"	3	6	9	25	39
"ENSG00000070423"	4	6	9	24	39
"ENSG00000071564"	1	3	5	20	37
"ENSG00000071626"	5	8	11	24	41
"ENSG00000071655"	4	5	8	19	38
"ENSG00000072062"	4	7	10	15	30
"ENSG00000072071"	1	2	5	15	30
"ENSG00000072954"	3	5	5	13	18
"ENSG00000072958"	2	3	5	8	23
"ENSG00000073008"	3	4	5	11	33
"ENSG00000073050"	4	9	13	18	30
"ENSG00000074181"	1	2	6	13	26
"ENSG00000074219"	3	5	9	25	56
"ENSG00000074842"	3	3	4	14	26
"ENSG00000074855"	6	9	14	23	33
"ENSG00000075702"	1	6	11	20	40
"ENSG00000076650"	1	3	4	9	15
"ENSG00000076662"	4	7	11	25	36
"ENSG00000076826"	4	6	15	23	35
"ENSG00000076924"	5	6	12	24	35
"ENSG00000076928"	1	3	9	15	35
"ENSG00000076944"	5	10	13	24	35
"ENSG00000076984"	7	10	10	20	40
"ENSG00000077009"	3	4	6	18	37
"ENSG00000077312"	5	7	9	14	26
"ENSG00000077348"	4	8	11	15	28
"ENSG00000077463"	3	3	6	19	36
"ENSG00000079313"	3	4	7	14	38
"ENSG00000079385"	1	2	3	12	24
"ENSG00000079432"	3	9	12	18	29
"ENSG00000079435"	3	4	6	17	26
"ENSG00000079462"	4	7	12	18	29
"ENSG00000079805"	1	1	6	15	32
"ENSG00000079999"	2	4	8	22	38
"ENSG00000080031"	2	8	11	27	51
"ENSG00000080511"	2	2	9	16	34
"ENSG00000080573"	1	3	3	15	33
"ENSG00000081665"	1	1	4	11	21
"ENSG00000083807"	4	6	12	NA	NA
"ENSG00000083812"	4	6	14	NA	NA
"ENSG00000083814"	5	8	12	28	49
"ENSG00000083817"	5	6	12	33	50
"ENSG00000083828"	4	6	11	27	49
"ENSG00000083838"	4	6	14	NA	NA
"ENSG00000083842"	3	4	9	21	NA
"ENSG00000083844"	1	4	7	18	36
"ENSG00000083845"	4	8	14	NA	NA
"ENSG00000085872"	3	6	7	11	20
"ENSG00000086544"	4	7	9	13	26
"ENSG00000086548"	2	4	8	15	35
"ENSG00000086967"	4	6	11	16	31
"ENSG00000087074"	3	5	10	35	53
"ENSG00000087076"	3	4	10	35	52
"ENSG00000087086"	4	7	18	32	55
"ENSG00000087088"	4	6	18	32	55
"ENSG00000087903"	1	2	2	11	35
"ENSG00000088002"	1	5	10	26	51
"ENSG00000088038"	4	9	14	24	36
"ENSG00000088053"	3	4	6	22	45
"ENSG00000088247"	3	8	11	17	24
"ENSG00000088256"	1	3	6	12	28
"ENSG00000089327"	4	5	9	20	35
"ENSG00000089335"	2	2	4	7	22
"ENSG00000089351"	2	4	6	14	27
"ENSG00000089356"	5	6	9	19	32
"ENSG00000089639"	4	5	8	14	29
"ENSG00000089847"	2	5	8	19	35
"ENSG00000090006"	2	3	5	18	26
"ENSG00000090013"	3	5	7	16	28
"ENSG00000090339"	4	9	11	21	37
"ENSG00000090372"	3	4	6	14	23
"ENSG00000090554"	5	9	13	26	57
"ENSG00000090659"	3	4	10	29	35
"ENSG00000090661"	1	1	6	12	27
"ENSG00000090674"	5	6	10	22	33
"ENSG00000090920"	1	1	5	11	29
"ENSG00000090924"	6	8	12	23	35
"ENSG00000090932"	3	6	11	21	33
"ENSG00000090971"	4	6	10	31	49
"ENSG00000094661"	2	4	7	12	25
"ENSG00000095059"	7	9	13	28	43
"ENSG00000095066"	6	6	14	28	42
"ENSG00000095752"	8	10	14	32	50
"ENSG00000095932"	3	4	7	13	29
"ENSG00000096996"	2	2	6	16	32
"ENSG00000099203"	3	4	6	12	28
"ENSG00000099308"	1	4	7	16	33
"ENSG00000099326"	4	NA	NA	NA	NA
"ENSG00000099330"	6	7	12	22	30
"ENSG00000099331"	1	1	6	16	32
"ENSG00000099337"	5	6	13	15	25
"ENSG00000099338"	3	9	13	16	26
"ENSG00000099341"	5	6	12	17	28
"ENSG00000099617"	4	6	9	24	45
"ENSG00000099622"	6	8	9	25	44
"ENSG00000099624"	5	8	9	27	45
"ENSG00000099625"	4	6	9	26	45
"ENSG00000099783"	2	4	7	13	21
"ENSG00000099785"	3	3	8	13	23
"ENSG00000099795"	3	4	8	15	27
"ENSG00000099797"	3	5	8	13	28
"ENSG00000099800"	3	4	6	14	29
"ENSG00000099804"	3	5	9	19	35
"ENSG00000099812"	2	3	10	25	43
"ENSG00000099817"	4	5	11	25	49
"ENSG00000099821"	4	5	10	24	39
"ENSG00000099822"	3	5	11	22	38
"ENSG00000099840"	3	4	6	20	29
"ENSG00000099860"	2	4	5	16	30
"ENSG00000099864"	2	4	10	23	41
"ENSG00000099866"	3	6	9	18	NA
"ENSG00000099875"	2	3	6	20	31
"ENSG00000102575"	3	5	7	21	34
"ENSG00000104774"	7	9	12	27	44
"ENSG00000104783"	3	3	6	21	34
"ENSG00000104804"	4	5	10	33	53
"ENSG00000104805"	3	6	10	34	52
"ENSG00000104808"	3	6	14	33	55
"ENSG00000104812"	4	8	17	31	54
"ENSG00000104814"	3	4	4	17	35
"ENSG00000104818"	10	12	19	27	57
"ENSG00000104823"	4	6	14	20	35
"ENSG00000104824"	4	6	15	20	36
"ENSG00000104825"	5	8	13	19	34
"ENSG00000104826"	7	12	18	27	56
"ENSG00000104827"	8	12	19	27	56
"ENSG00000104833"	2	5	8	18	23
"ENSG00000104835"	6	7	11	19	34
"ENSG00000104848"	7	13	18	27	58
"ENSG00000104852"	5	9	17	28	60
"ENSG00000104853"	5	6	12	23	36
"ENSG00000104856"	2	3	11	22	38
"ENSG00000104859"	5	6	8	21	39
"ENSG00000104863"	4	7	16	29	57
"ENSG00000104866"	2	7	11	24	41
"ENSG00000104870"	5	8	15	27	55
"ENSG00000104872"	5	9	14	27	58
"ENSG00000104879"	4	5	10	22	46
"ENSG00000104880"	2	3	8	19	38
"ENSG00000104881"	4	5	11	22	48
"ENSG00000104883"	5	8	8	20	35
"ENSG00000104884"	4	7	8	21	46
"ENSG00000104885"	1	4	10	18	27
"ENSG00000104886"	5	7	10	18	30
"ENSG00000104888"	6	7	15	25	58
"ENSG00000104889"	6	6	14	28	42
"ENSG00000104892"	4	6	8	20	46
"ENSG00000104894"	4	5	8	24	55
"ENSG00000104897"	5	8	10	18	30
"ENSG00000104899"	7	8	10	18	30
"ENSG00000104901"	3	5	10	24	57
"ENSG00000104903"	4	6	6	18	34
"ENSG00000104904"	6	8	9	19	31
"ENSG00000104907"	4	6	7	18	34
"ENSG00000104915"	3	6	7	14	32
"ENSG00000104918"	6	9	13	27	35
"ENSG00000104921"	4	8	13	30	35
"ENSG00000104936"	6	8	12	23	38
"ENSG00000104938"	2	3	9	27	35
"ENSG00000104941"	5	7	11	23	38
"ENSG00000104946"	6	8	12	21	41
"ENSG00000104951"	4	8	11	20	42
"ENSG00000104953"	2	3	5	17	21
"ENSG00000104957"	2	5	5	12	21
"ENSG00000104960"	5	8	12	22	42
"ENSG00000104964"	2	3	5	14	25
"ENSG00000104967"	1	3	9	19	34
"ENSG00000104969"	2	5	9	13	28
"ENSG00000104970"	1	4	9	20	43
"ENSG00000104972"	3	5	7	18	41
"ENSG00000104973"	4	7	10	24	42
"ENSG00000104974"	3	5	7	17	42
"ENSG00000104976"	7	9	10	19	41
"ENSG00000104979"	5	5	6	12	21
"ENSG00000104980"	6	8	10	16	41
"ENSG00000104983"	2	4	5	18	34
"ENSG00000104998"	3	8	11	16	28
"ENSG00000105011"	3	5	9	15	30
"ENSG00000105048"	4	6	11	26	50
"ENSG00000105053"	2	3	6	16	38
"ENSG00000105058"	3	4	6	9	24
"ENSG00000105063"	4	6	13	30	51
"ENSG00000105072"	3	5	7	11	20
"ENSG00000105085"	2	4	7	11	22
"ENSG00000105088"	1	2	5	17	33
"ENSG00000105122"	3	4	6	10	24
"ENSG00000105127"	2	3	5	10	23
"ENSG00000105131"	2	3	3	14	25
"ENSG00000105135"	2	4	7	12	24
"ENSG00000105136"	4	8	15	30	47
"ENSG00000105137"	3	4	7	12	24
"ENSG00000105141"	1	4	6	13	27
"ENSG00000105143"	2	3	4	14	28
"ENSG00000105146"	3	4	7	20	37
"ENSG00000105171"	1	2	4	5	7
"ENSG00000105173"	1	1	1	5	7
"ENSG00000105176"	1	1	1	2	7
"ENSG00000105185"	2	2	4	9	13
"ENSG00000105186"	1	3	5	10	14
"ENSG00000105193"	4	9	13	22	34
"ENSG00000105197"	3	6	12	22	32
"ENSG00000105198"	1	1	7	20	34
"ENSG00000105202"	3	3	4	12	31
"ENSG00000105204"	2	4	5	11	30
"ENSG00000105205"	1	3	6	13	32
"ENSG00000105219"	4	4	5	16	25
"ENSG00000105220"	3	5	5	8	11
"ENSG00000105221"	1	4	6	15	27
"ENSG00000105223"	3	4	8	14	28
"ENSG00000105227"	4	6	8	14	29
"ENSG00000105229"	3	4	8	15	38
"ENSG00000105245"	2	4	9	15	27
"ENSG00000105246"	3	4	9	19	35
"ENSG00000105248"	3	6	10	19	34
"ENSG00000105251"	4	6	9	20	31
"ENSG00000105254"	5	6	10	19	41
"ENSG00000105255"	4	7	10	20	31
"ENSG00000105258"	4	6	9	21	41
"ENSG00000105261"	4	6	10	21	41
"ENSG00000105270"	4	6	10	22	43
"ENSG00000105278"	1	3	8	17	34
"ENSG00000105281"	2	3	5	13	25
"ENSG00000105287"	2	3	10	15	23
"ENSG00000105289"	2	6	7	20	29
"ENSG00000105290"	4	6	9	31	43
"ENSG00000105298"	3	6	9	17	30
"ENSG00000105321"	2	4	7	14	22
"ENSG00000105323"	3	4	9	15	26
"ENSG00000105325"	4	5	10	16	29
"ENSG00000105327"	2	4	5	14	22
"ENSG00000105329"	5	6	10	16	25
"ENSG00000105341"	5	6	9	16	28
"ENSG00000105352"	1	3	5	17	31
"ENSG00000105355"	2	3	4	8	18
"ENSG00000105357"	1	1	4	13	32
"ENSG00000105364"	4	8	11	22	37
"ENSG00000105366"	2	4	10	19	38
"ENSG00000105369"	3	5	8	16	35
"ENSG00000105370"	5	7	10	20	38
"ENSG00000105371"	5	8	11	21	37
"ENSG00000105372"	5	5	8	16	35
"ENSG00000105373"	2	5	7	12	26
"ENSG00000105374"	5	8	9	20	40
"ENSG00000105376"	6	8	12	21	36
"ENSG00000105379"	5	7	10	19	40
"ENSG00000105383"	2	2	6	22	42
"ENSG00000105388"	3	4	6	14	30
"ENSG00000105392"	3	5	7	12	25
"ENSG00000105393"	6	10	14	24	31
"ENSG00000105397"	1	5	10	21	35
"ENSG00000105398"	2	3	6	13	26
"ENSG00000105401"	3	3	8	22	36
"ENSG00000105402"	3	4	5	13	26
"ENSG00000105404"	2	4	6	15	31
"ENSG00000105409"	3	3	5	16	31
"ENSG00000105419"	2	3	7	13	24
"ENSG00000105426"	1	1	2	3	14
"ENSG00000105427"	3	4	8	17	25
"ENSG00000105428"	1	1	1	8	22
"ENSG00000105429"	1	6	10	17	27
"ENSG00000105438"	4	4	12	21	38
"ENSG00000105443"	5	6	9	24	43
"ENSG00000105447"	5	6	9	22	40
"ENSG00000105464"	1	7	11	23	39
"ENSG00000105467"	4	6	11	20	37
"ENSG00000105472"	2	3	8	20	39
"ENSG00000105479"	4	4	8	17	38
"ENSG00000105483"	3	4	5	17	36
"ENSG00000105486"	1	5	6	13	34
"ENSG00000105492"	2	4	8	20	36
"ENSG00000105497"	2	5	8	20	35
"ENSG00000105499"	1	3	7	13	28
"ENSG00000105501"	3	5	7	17	34
"ENSG00000105507"	3	4	5	12	28
"ENSG00000105509"	1	3	7	16	34
"ENSG00000105514"	5	7	11	22	32
"ENSG00000105516"	5	8	11	26	54
"ENSG00000105518"	5	8	11	22	31
"ENSG00000105519"	6	6	10	20	29
"ENSG00000105520"	7	8	12	22	32
"ENSG00000105523"	6	7	10	26	52
"ENSG00000105538"	6	6	12	26	54
"ENSG00000105549"	2	4	6	13	NA
"ENSG00000105550"	4	6	10	26	53
"ENSG00000105552"	2	5	12	32	53
"ENSG00000105556"	1	3	5	12	NA
"ENSG00000105559"	3	6	9	35	53
"ENSG00000105568"	1	2	5	15	26
"ENSG00000105576"	3	10	16	29	43
"ENSG00000105583"	6	9	13	27	43
"ENSG00000105605"	2	3	5	16	32
"ENSG00000105607"	5	9	14	31	39
"ENSG00000105609"	5	6	13	25	41
"ENSG00000105610"	6	7	15	30	40
"ENSG00000105612"	6	8	15	31	40
"ENSG00000105613"	4	8	15	29	41
"ENSG00000105617"	4	9	15	23	37
"ENSG00000105618"	5	8	14	25	36
